seIdx,name,seqArc,slot,se,se_hex,notes
531,SE_013_bomb_expM,17,2,15,0x000F,
532,SE_013_bomb_expL,17,2,16,0x0010,
533,SE_014_appear,18,2,0,0x0000,
534,SE_014_voc_damage,18,2,2,0x0002,
535,SE_014_voc_dying,18,2,3,0x0003,
536,SE_014_footstep,18,2,4,0x0004,
537,SE_014_hornattack,18,2,5,0x0005,
538,SE_014_hornattack_hit,18,2,6,0x0006,
539,SE_014_tatakitsuke_swish,18,2,7,0x0007,
540,SE_014_tatakitsuke_hit,18,2,8,0x0008,
541,SE_014_tatakitsuke_hitSP,18,2,9,0x0009,
542,SE_014_guard,18,2,10,0x000A,
543,SE_015_appear,19,2,0,0x0000,
544,SE_015_voc_attack,19,2,1,0x0001,
545,SE_015_voc_damage,19,2,2,0x0002,
546,SE_015_voc_dying,19,2,3,0x0003,
547,SE_015_footstep,19,2,4,0x0004,
548,SE_015_noseattack,19,2,5,0x0005,
549,SE_015_noseattack_hit,19,2,6,0x0006,
550,SE_015_footstamp01,19,2,7,0x0007,
551,SE_015_footstamp02,19,2,8,0x0008,
552,SE_015_footstamp_hit,19,2,9,0x0009,
553,SE_019_appear,20,2,0,0x0000,
554,SE_019_voc_damage,20,2,2,0x0002,
555,SE_019_voc_dying,20,2,3,0x0003,
556,SE_019_tentcle_open_start,20,2,4,0x0004,
557,SE_019_tentcle_open_decay,20,2,5,0x0005,
558,SE_019_move,20,2,7,0x0007,
559,SE_019_segment_start,20,2,8,0x0008,
560,SE_019_segment_end,20,2,9,0x0009,
561,SE_019_needleA,20,2,10,0x000A,
562,SE_019_needleB01,20,2,11,0x000B,
563,SE_019_needleB02,20,2,13,0x000D,
564,SE_019_slowflash,20,2,14,0x000E,
565,SE_019_tentcle_open_hit,20,2,6,0x0006,
566,SE_019_needle_hit,20,2,12,0x000C,
567,SE_019_dengeki,20,2,15,0x000F,
568,SE_021_appear,21,2,0,0x0000,
569,SE_021_voc_attack,21,2,1,0x0001,
570,SE_021_voc_damage,21,2,2,0x0002,
571,SE_021_voc_dying,21,2,3,0x0003,
572,SE_021_flipper,21,2,4,0x0004,
573,SE_021_flipperjump,21,2,5,0x0005,
574,SE_021_flipperhit,21,2,6,0x0006,
575,SE_021_gyorai,21,2,7,0x0007,
576,SE_021_gyoraijump,21,2,8,0x0008,
577,SE_021_gyoraihit,21,2,9,0x0009,
578,SE_022_voc_attack,22,2,0,0x0000,
579,SE_022_voc_damage,22,2,1,0x0001,
580,SE_022_voc_dying,22,2,2,0x0002,
581,SE_022_holeout01,22,2,3,0x0003,
582,SE_022_holeout02,22,2,4,0x0004,
583,SE_022_holein01,22,2,5,0x0005,
584,SE_022_holein02,22,2,6,0x0006,
585,SE_022_bomb_throw,22,2,7,0x0007,
586,SE_022_bomb_pre,22,2,8,0x0008,
587,SE_022_bomb_exp,22,2,9,0x0009,
588,SE_022_swingattack,22,2,10,0x000A,
589,SE_022_swinghit,22,2,11,0x000B,
590,SE_022_dril_jump,22,2,12,0x000C,
591,SE_022_dril_screw,22,2,13,0x000D,
592,SE_022_dril_hole,22,2,14,0x000E,
593,SE_022_dril_holein,22,2,15,0x000F,
594,SE_022_dril_hit,22,2,16,0x0010,
595,SE_022_dril_grind,22,2,17,0x0011,
596,SE_023_appear,23,2,0,0x0000,
597,SE_023_voc_damage,23,2,1,0x0001,
598,SE_023_voc_dying,23,2,2,0x0002,
599,SE_023_otakebi,23,2,3,0x0003,
600,SE_023_mushroom01,23,2,4,0x0004,
601,SE_023_change01,23,2,5,0x0005,
602,SE_023_change02,23,2,6,0x0006,
603,SE_023_moyai_fall,23,2,7,0x0007,
604,SE_023_moyai_ground,23,2,8,0x0008,
605,SE_023_gasha_suikomi,23,2,9,0x0009,
606,SE_023_hitodama_appear,23,2,10,0x000A,
607,SE_023_jitodama_roll,23,2,11,0x000B,
608,SE_023_baha01_whiteout,23,2,12,0x000C,
609,SE_023_baha02_move01,23,2,13,0x000D,
610,SE_023_baha03_move02,23,2,14,0x000E,
611,SE_023_baha04_beam01,23,2,15,0x000F,
612,SE_023_baha05_beam02,23,2,16,0x0010,
613,SE_023_baha05_beam03,23,2,17,0x0011,
614,SE_024_appear,24,2,0,0x0000,
615,SE_024_voc_damage,24,2,2,0x0002,
616,SE_024_voc_dying,24,2,3,0x0003,
617,SE_024_child_out,24,2,4,0x0004,
618,SE_024_child_in,24,2,5,0x0005,
619,SE_024_jump,24,2,6,0x0006,
620,SE_024_land,24,2,7,0x0007,
621,SE_024_jumpkick,24,2,9,0x0009,
622,SE_024_upjump_jump,24,2,11,0x000B,
623,SE_024_upjump_preland,24,2,12,0x000C,
624,SE_024_upjump_land,24,2,13,0x000D,
625,SE_024_target,24,2,14,0x000E,
626,SE_024_upper,24,2,15,0x000F,
627,SE_024_jumpkick_hit,24,2,10,0x000A,
628,SE_024_upper_hit,24,2,16,0x0010,
629,SE_026_appear,25,2,0,0x0000,
630,SE_026_voc_damage,25,2,2,0x0002,
631,SE_026_voc_dying,25,2,3,0x0003,
632,SE_026_voc_odoroki,25,2,4,0x0004,
633,SE_026_voc_ibiki,25,2,5,0x0005,
634,SE_026_voc_escape,25,2,6,0x0006,
635,SE_026_fs_walk,25,2,7,0x0007,
636,SE_026_fs_run,25,2,8,0x0008,
637,SE_026_timer,25,2,9,0x0009,
638,SE_026_timer0,25,2,10,0x000A,
639,SE_026_move_quick,25,2,11,0x000B,
640,SE_026_tosshin,25,2,12,0x000C,
641,SE_026_invisible,25,2,13,0x000D,
642,SE_044_appear,26,2,0,0x0000,
643,SE_044_voc_damage,26,2,2,0x0002,
644,SE_044_voc_dying,26,2,3,0x0003,
645,SE_044_move,26,2,4,0x0004,
646,SE_044_guard,26,2,5,0x0005,
647,SE_044_guard_hit,26,2,6,0x0006,
648,SE_044_attack0,26,2,7,0x0007,
649,SE_044_attack0_hit,26,2,8,0x0008,
650,SE_044_attack2_A01,26,2,9,0x0009,
651,SE_044_attack2_A01_hit,26,2,10,0x000A,
652,SE_044_attack2_A02,26,2,11,0x000B,
653,SE_044_attack2_A02_hit,26,2,12,0x000C,
654,SE_044_attack1_B,26,2,13,0x000D,
655,SE_044_attack1_B_hit,26,2,14,0x000E,
656,SE_044_attack3_C01,26,2,15,0x000F,
657,SE_044_attack3_C02,26,2,16,0x0010,
658,SE_044_attack3_C_hit,26,2,17,0x0011,
659,SE_044_attack4_D_start,26,2,18,0x0012,
660,SE_044_attack4_D_end,26,2,19,0x0013,
661,SE_044_attack4_D_hit,26,2,20,0x0014,
662,SE_044_boomerang,26,2,21,0x0015,
663,SE_B000_appear,27,2,0,0x0000,
664,SE_B000_shadow,27,2,1,0x0001,
665,SE_B000_firing_single,27,2,2,0x0002,
666,SE_B000_firing_wave,27,2,3,0x0003,
667,SE_B000_firing_machine,27,2,4,0x0004,
668,SE_B000_firing_shot,27,2,5,0x0005,
669,SE_B000_move,27,2,6,0x0006,
670,SE_B001_appear,28,2,0,0x0000,
671,SE_B001_charge01,28,2,1,0x0001,
672,SE_B001_charge02,28,2,2,0x0002,
673,SE_B001_charge03,28,2,3,0x0003,
674,SE_B001_focus,28,2,4,0x0004,
675,SE_B001_machine_gun,28,2,7,0x0007,
676,SE_B001_option01,28,2,8,0x0008,
677,SE_B001_option02,28,2,9,0x0009,
678,SE_B001_kage_machine_gun,28,2,10,0x000A,
679,SE_B001_kuukann_tenni_disappear,28,2,11,0x000B,
680,SE_B001_kuukann_tenni_appear,28,2,12,0x000C,
681,SE_B001_move,28,2,13,0x000D,
682,SE_B001_SP01,28,2,14,0x000E,
683,SE_B001_SP02,28,2,15,0x000F,
684,SE_B002_appear,29,2,0,0x0000,
685,SE_B002_blossom,29,2,1,0x0001,
686,SE_B002_fuku_machine_gun,29,2,2,0x0002,
687,SE_B002_homing,29,2,3,0x0003,
688,SE_B002_kaifuku,29,2,4,0x0004,
689,SE_B002_kage_blossom,29,2,5,0x0005,
690,SE_B002_kage_fuku_machine_gun,29,2,6,0x0006,
691,SE_B002_kage_homing,29,2,7,0x0007,
692,SE_B002_kuukann_tenni_disappear,29,2,8,0x0008,
693,SE_B002_kuukann_tenni_appear,29,2,9,0x0009,
694,SE_B002_move,29,2,10,0x000A,
695,SE_B003_appear,30,2,0,0x0000,
696,SE_B003_move,30,2,1,0x0001,
697,SE_B003_jump_attack,30,2,2,0x0002,
698,SE_B003_jump_attack_hit,30,2,3,0x0003,
699,SE_B003_kinkyori_kougeki,30,2,4,0x0004,
700,SE_B003_tobi_dougu,30,2,5,0x0005,
701,SE_B003_tsuibi_kougeki,30,2,6,0x0006,
702,SE_B003_kuukann_tenni_disappear,30,2,7,0x0007,
703,SE_B003_kuukann_tenni_appear,30,2,8,0x0008,
704,SE_B003_skate,30,2,9,0x0009,
705,SE_B004_rain,31,2,0,0x0000,
706,SE_B004_thunder01,31,2,1,0x0001,
707,SE_B004_voc_attack01,31,2,3,0x0003,
708,SE_B004_voc_attack02,31,2,4,0x0004,
709,SE_B004_voc_dying,31,2,7,0x0007,
710,SE_B004_voc_idle,31,2,8,0x0008,
711,SE_B004_voc_pre_attack,31,2,9,0x0009,
712,SE_B004_punch_ground,31,2,10,0x000A,
713,SE_B004_punch_ground_hit,31,2,11,0x000B,
714,SE_B004_punch_big,31,2,12,0x000C,
715,SE_B004_punch_big_hit,31,2,13,0x000D,
716,SE_B004_big_swish,31,2,14,0x000E,
717,SE_B004_big_swish_hit,31,2,15,0x000F,
718,SE_B004_vacuum,31,2,16,0x0010,
719,SE_B004_SPattack01,31,2,17,0x0011,
720,SE_B004_SPattack02,31,2,18,0x0012,
721,SE_B004_SPattack03,31,2,19,0x0013,
722,SE_B004_SPattack04,31,2,20,0x0014,
723,SE_B004_SPattack_hit,31,2,21,0x0015,
724,SE_B004_flash01,31,2,22,0x0016,
725,SE_B004_flash02,31,2,23,0x0017,
726,SE_B005_appear,32,2,0,0x0000,
727,SE_B005_badge_nage01,32,2,1,0x0001,
728,SE_B005_firing_split,32,2,2,0x0002,
729,SE_B005_firing_shot,32,2,3,0x0003,
730,SE_B005_firing_spiral,32,2,4,0x0004,
731,SE_B005_kuukann_tenni_disappear,32,2,7,0x0007,
732,SE_B005_kuukann_tenni_appear,32,2,8,0x0008,
733,SE_B005_tsuujyou_idou,32,2,9,0x0009,
734,SE_B005_Lion_ningen_henshin,32,1,10,0x000A,
735,SE_B005_ningen_lion_henshin,32,2,11,0x000B,
736,SE_B005_kindan_noise_bullet01,32,2,26,0x001A,
737,SE_B005_kindan_noise_bullet02,32,2,27,0x001B,
738,SE_B005_firing_rapid_slow,32,2,5,0x0005,
739,SE_B005_firing_burst,32,2,6,0x0006,
740,SE_B006_kinnkyori_kougeki_S,32,2,14,0x000E,
741,SE_B006_kinnkyori_kougeki_L,32,2,15,0x000F,
742,SE_B006_tukamikougeki_01,32,2,16,0x0010,
743,SE_B006_tukamikougeki_02,32,2,17,0x0011,
744,SE_B006_kuukann_tenni_disappear,32,2,18,0x0012,
745,SE_B006_kuukann_tenni_appear,32,2,19,0x0013,
746,SE_B007_kinnkyori_kougeki_S,32,2,23,0x0017,
747,SE_B007_kinnkyori_kougeki_L,32,2,24,0x0018,
748,SE_B007_BLion_tosshin_kougeki,32,2,25,0x0019,
749,SE_B006_appear,32,2,13,0x000D,
750,SE_B007_appear,32,2,22,0x0016,
751,SE_B006_footstep,32,2,20,0x0014,
752,SE_B006_window_noise,32,2,21,0x0015,
753,SE_B005_ningen_lion_henshin02,32,2,12,0x000C,
754,SE_B008_appear,33,2,0,0x0000,
755,SE_B008_kagebunnshinA_hassei,33,2,1,0x0001,
756,SE_B008_kagebunnshinA_tobashi,33,2,2,0x0002,
757,SE_B008_kagebunnshinB_hassei,33,2,3,0x0003,
758,SE_B008_jittaika,33,2,5,0x0005,
759,SE_B008_jittaika_modoru,33,2,6,0x0006,
760,SE_B008_kage_fumi,33,2,7,0x0007,
761,SE_B008_kage_fumare,33,2,8,0x0008,
762,SE_B008_chaos_fukiagari,33,2,9,0x0009,
763,SE_B008_chaos_S,33,1,10,0x000A,
764,SE_B008_chaos_L,33,2,11,0x000B,
765,SE_B008_kagebunnshinB_shoumetsu,33,2,4,0x0004,
766,SE_B008_genkakuhoukai,33,1,14,0x000E,
767,SE_B008_kuukann_tenni_disappear,33,2,15,0x000F,
768,SE_B008_kuukann_tenni_appear,33,2,16,0x0010,
769,SE_B008_chaos_S02,33,1,12,0x000C,
770,SE_B008_chaos_L02,33,2,13,0x000D,
771,SE_B008_badge,33,2,17,0x0011,
772,SE_B009_appear,34,2,0,0x0000,
773,SE_B009_genelator01,34,2,1,0x0001,
774,SE_B009_genelator02,34,2,2,0x0002,
775,SE_B009_hebi_dashi01,34,2,3,0x0003,
776,SE_B009_hebi_dashi02,34,2,4,0x0004,
777,SE_B009_jikan_teisi01,34,2,5,0x0005,
778,SE_B009_jikan_teisi02,34,2,6,0x0006,
779,SE_B009_wind_mill01,34,2,7,0x0007,
780,SE_B009_wind_mill02,34,2,8,0x0008,
781,SE_B009_move,34,2,9,0x0009,
782,SE_B009_shot_lazer,34,2,10,0x000A,
783,SE_B009_rootlazer01,34,2,11,0x000B,
784,SE_B009_rootlazer02,34,2,12,0x000C,
785,SE_B009_rootlazer03,34,2,13,0x000D,
786,SE_B010_atama_idou,35,2,0,0x0000,
787,SE_B010_atama_modori,35,2,1,0x0001,
788,SE_B010_shita_sashi,35,2,2,0x0002,
789,SE_B010_tama_haki,35,2,3,0x0003,
790,SE_B010_kamituki,35,2,4,0x0004,
791,SE_B010_sword_bomb01,35,2,5,0x0005,
792,SE_B010_sword_bomb02,35,2,6,0x0006,
793,SE_B010_laser,35,2,7,0x0007,
794,SE_B010_doutai,35,2,8,0x0008,
795,SE_B011_sword_bomb01,36,2,0,0x0000,
796,SE_B011_sword_bomb02,36,2,1,0x0001,
797,SE_B011_sword_bomb03,36,2,2,0x0002,
798,SE_B011_sword_bomb04,36,2,3,0x0003,
799,SE_B011_sword_bomb05,36,2,4,0x0004,
800,SE_B011_tama_haki,36,2,6,0x0006,
801,SE_B011_laser,36,2,7,0x0007,
802,SE_B011_kousoku_dan01,36,2,8,0x0008,
803,SE_B011_kousoku_dan02,36,2,9,0x0009,
804,SE_B011_kousoku_dan03,36,2,10,0x000A,
805,SE_B011_koukyuu_okuri,36,2,11,0x000B,
806,SE_B011_kamituki,36,2,12,0x000C,
807,SE_B011_dying_badge01,36,1,13,0x000D,
808,SE_B011_dying_badge02,36,1,14,0x000E,
809,SE_B011_dying_badge03,36,1,15,0x000F,
810,SE_B011_dying_badge04,36,1,16,0x0010,
811,SE_B011_koukyuu_kyuushuu01,36,1,18,0x0012,
812,SE_B011_koukyuu_kyuushuu02,36,1,19,0x0013,
813,SE_baybadge_arrow,38,2,0,0x0000,
814,SE_baybadge_move,38,2,1,0x0001,
815,SE_baybadge_hit,38,2,3,0x0003,
816,SE_baybadge_piyori,38,2,4,0x0004,
817,SE_baybadge_meteor01,38,2,5,0x0005,
818,SE_baybadge_meteor02,38,2,6,0x0006,
819,SE_baybadge_meteor_hit,38,2,8,0x0008,
820,SE_baybadge_needle01,38,2,9,0x0009,
821,SE_baybadge_needle02,38,2,10,0x000A,
822,SE_baybadge_needle03,38,2,11,0x000B,
823,SE_baybadge_needle_hit,38,2,12,0x000C,
824,SE_baybadge_hummer01,38,2,13,0x000D,
825,SE_baybadge_hummer02,38,2,14,0x000E,
826,SE_baybadge_hummer03,38,2,15,0x000F,
827,SE_baybadge_hummer_hit,38,2,16,0x0010,
828,SE_baybadge_disappear,38,2,18,0x0012,
829,SE_baybadge_piyori_hit,38,2,19,0x0013,
830,SE_baybadge_countdown,38,1,20,0x0014,
831,SE_baybadge_alive,38,2,21,0x0015,
832,SE_baybadge_Bpget,38,2,22,0x0016,
833,SE_baybadge_meteor_ground,38,2,23,0x0017,
834,SE_baybadge_turn01,38,2,25,0x0019,
835,SE_baybadge_warp,38,2,27,0x001B,
836,SE_baybadge_jump,38,2,28,0x001C,
837,SE_baybadge_accel,38,2,29,0x001D,
838,SE_baybadge_menu_cursor,38,1,31,0x001F,
839,SE_baybadge_menu_execute,38,1,32,0x0020,
840,SE_baybadge_menu_cancel,38,1,33,0x0021,
841,SE_baybadge_start01,38,1,34,0x0022,
842,SE_baybadge_start02,38,1,35,0x0023,
843,SE_baybadge_finish01,38,1,36,0x0024,
844,SE_baybadge_finish02,38,1,37,0x0025,
845,SE_baybadge_move_tame,38,2,2,0x0002,
846,SE_baybadge_turn02,38,2,26,0x001A,
847,neku_btl_op01,-1,6,6,0x0006,
848,neku_btl_op03,-1,6,7,0x0007,
849,neku_btl_op_danger01,-1,6,8,0x0008,
850,neku_btl_atc01,-1,6,9,0x0009,
851,neku_btl_atc02,-1,6,10,0x000A,
852,neku_btl_atc03,-1,6,11,0x000B,
853,neku_btl_atc04,-1,6,12,0x000C,
854,neku_btl_atc05,-1,6,13,0x000D,
855,neku_btl_atc06,-1,6,14,0x000E,
856,neku_btl_atc07,-1,6,15,0x000F,
857,neku_btl_atc08,-1,6,16,0x0010,
858,neku_btl_fb01,-1,6,17,0x0011,
859,neku_btl_fb02,-1,6,18,0x0012,
860,neku_btl_fb03,-1,6,19,0x0013,
861,neku_btl_fb04,-1,6,20,0x0014,
862,neku_btl_fb05,-1,6,21,0x0015,
863,neku_btl_fb06,-1,6,22,0x0016,
864,neku_btl_fb07,-1,6,23,0x0017,
865,neku_btl_fb08,-1,6,24,0x0018,
866,neku_btl_fb09,-1,6,25,0x0019,
867,neku_btl_fb_tame01,-1,6,26,0x001A,
868,neku_btl_counter01,-1,6,27,0x001B,
869,neku_btl_cat01,-1,6,28,0x001C,
870,neku_btl_cat02,-1,6,29,0x001D,
871,neku_btl_prs01,-1,6,30,0x001E,
872,neku_btl_prs02,-1,6,31,0x001F,
873,neku_btl_kizukai01,-1,6,32,0x0020,
874,neku_btl_dmg01,-1,6,33,0x0021,
875,neku_btl_dmg02,-1,6,34,0x0022,
876,neku_btl_dmg03,-1,6,35,0x0023,
877,neku_btl_dmg_L01,-1,6,36,0x0024,
878,neku_btl_dmg_L02,-1,6,37,0x0025,
879,neku_btl_pnc01,-1,6,38,0x0026,
880,neku_btl_ovr01,-1,6,39,0x0027,
881,neku_btl_ovr02,-1,6,40,0x0028,
882,neku_btl_win01,-1,6,50,0x0032,
883,neku_btl_win02,-1,6,51,0x0033,
884,neku_btl_win03,-1,6,52,0x0034,
885,neku_btl_win04,-1,6,53,0x0035,
886,neku_btl_rizalt01,-1,6,54,0x0036,
887,neku_btl_rizalt02,-1,6,55,0x0037,
888,shiki_btl_op01,-1,6,78,0x004E,
889,shiki_btl_op03,-1,6,79,0x004F,
890,shiki_btl_op_danger01,-1,6,80,0x0050,
891,shiki_btl_atc01,-1,6,81,0x0051,
892,shiki_btl_atc02,-1,6,82,0x0052,
893,shiki_btl_atc03,-1,6,83,0x0053,
894,shiki_btl_atc04,-1,6,84,0x0054,
895,shiki_btl_atc05,-1,6,85,0x0055,
896,shiki_btl_atc06,-1,6,86,0x0056,
897,shiki_btl_atc07,-1,6,87,0x0057,
898,shiki_btl_atc08,-1,6,88,0x0058,
899,shiki_btl_fb01,-1,6,89,0x0059,
900,shiki_btl_fb02,-1,6,90,0x005A,
901,shiki_btl_fb03,-1,6,91,0x005B,
902,shiki_btl_fb04,-1,6,92,0x005C,
903,shiki_btl_fb05,-1,6,93,0x005D,
904,shiki_btl_fb06,-1,6,94,0x005E,
905,shiki_btl_fb07,-1,6,95,0x005F,
906,shiki_btl_fb08,-1,6,96,0x0060,
907,shiki_btl_fb09,-1,6,97,0x0061,
908,shiki_btl_counter01,-1,6,98,0x0062,
909,shiki_btl_cat01,-1,6,99,0x0063,
910,shiki_btl_cat02,-1,6,100,0x0064,
911,shiki_btl_prs01,-1,6,101,0x0065,
912,shiki_btl_prs02,-1,6,102,0x0066,
913,shiki_btl_kizukai01,-1,6,103,0x0067,
914,shiki_btl_dmg01,-1,6,104,0x0068,
915,shiki_btl_dmg02,-1,6,105,0x0069,
916,shiki_btl_dmg03,-1,6,106,0x006A,
917,shiki_btl_dmg_L01,-1,6,107,0x006B,
918,shiki_btl_dmg_L02,-1,6,108,0x006C,
919,shiki_btl_pnc01,-1,6,109,0x006D,
920,shiki_btl_ovr01,-1,6,110,0x006E,
921,shiki_btl_ovr02,-1,6,111,0x006F,
922,shiki_btl_win01,-1,6,115,0x0073,
923,shiki_btl_win02,-1,6,116,0x0074,
924,shiki_btl_win03,-1,6,117,0x0075,
925,shiki_btl_win04,-1,6,118,0x0076,
926,shiki_btl_rizalt01,-1,6,119,0x0077,
927,shiki_btl_rizalt02,-1,6,120,0x0078,
928,yoshua_btl_op01,-1,6,144,0x0090,
929,yoshua_btl_op03,-1,6,145,0x0091,
930,yoshua_btl_op_danger01,-1,6,146,0x0092,
931,yoshua_btl_atc01,-1,6,147,0x0093,
932,yoshua_btl_atc02,-1,6,148,0x0094,
933,yoshua_btl_atc03,-1,6,149,0x0095,
934,yoshua_btl_atc04,-1,6,150,0x0096,
935,yoshua_btl_atc05,-1,6,151,0x0097,
936,yoshua_btl_atc06,-1,6,152,0x0098,
937,yoshua_btl_atc07,-1,6,153,0x0099,
938,yoshua_btl_atc08,-1,6,154,0x009A,
939,yoshua_btl_fb01,-1,6,155,0x009B,
940,yoshua_btl_fb02,-1,6,156,0x009C,
941,yoshua_btl_fb03,-1,6,157,0x009D,
942,yoshua_btl_fb04,-1,6,158,0x009E,
943,yoshua_btl_fb05,-1,6,159,0x009F,
944,yoshua_btl_fb06,-1,6,160,0x00A0,
945,yoshua_btl_fb07,-1,6,161,0x00A1,
946,yoshua_btl_fb08,-1,6,162,0x00A2,
947,yoshua_btl_fb09,-1,6,163,0x00A3,
948,yoshua_btl_counter01,-1,6,164,0x00A4,
949,yoshua_btl_cat01,-1,6,165,0x00A5,
950,yoshua_btl_cat02,-1,6,166,0x00A6,
951,yoshua_btl_prs01,-1,6,167,0x00A7,
952,yoshua_btl_prs02,-1,6,168,0x00A8,
953,yoshua_btl_kizukai01,-1,6,169,0x00A9,
954,yoshua_btl_dmg01,-1,6,170,0x00AA,
955,yoshua_btl_dmg02,-1,6,171,0x00AB,
956,yoshua_btl_dmg03,-1,6,172,0x00AC,
957,yoshua_btl_dmg_L01,-1,6,173,0x00AD,
958,yoshua_btl_dmg_L02,-1,6,174,0x00AE,
959,yoshua_btl_pnc01,-1,6,175,0x00AF,
960,yoshua_btl_ovr01,-1,6,176,0x00B0,
961,yoshua_btl_ovr02,-1,6,177,0x00B1,
962,yoshua_btl_win01,-1,6,181,0x00B5,
963,yoshua_btl_win02,-1,6,182,0x00B6,
964,yoshua_btl_win03,-1,6,183,0x00B7,
965,yoshua_btl_win04,-1,6,184,0x00B8,
966,yoshua_btl_rizalt01,-1,6,185,0x00B9,
967,yoshua_btl_rizalt02,-1,6,186,0x00BA,
968,biito_btl_op01,-1,6,206,0x00CE,
969,biito_btl_op03,-1,6,207,0x00CF,
970,biito_btl_op_danger01,-1,6,208,0x00D0,
971,biito_btl_atc01,-1,6,209,0x00D1,
972,biito_btl_atc02,-1,6,210,0x00D2,
973,biito_btl_atc03,-1,6,211,0x00D3,
974,biito_btl_atc04,-1,6,212,0x00D4,
975,biito_btl_atc05,-1,6,213,0x00D5,
976,biito_btl_atc06,-1,6,214,0x00D6,
977,biito_btl_atc07,-1,6,215,0x00D7,
978,biito_btl_atc08,-1,6,216,0x00D8,
979,biito_btl_fb01,-1,6,217,0x00D9,
980,biito_btl_fb02,-1,6,218,0x00DA,
981,biito_btl_fb03,-1,6,219,0x00DB,
982,biito_btl_fb04,-1,6,220,0x00DC,
983,biito_btl_fb05,-1,6,221,0x00DD,
984,biito_btl_fb06,-1,6,222,0x00DE,
985,biito_btl_fb07,-1,6,223,0x00DF,
986,biito_btl_fb08,-1,6,224,0x00E0,
987,biito_btl_fb09,-1,6,225,0x00E1,
988,biito_btl_counter01,-1,6,226,0x00E2,
989,biito_btl_cat01,-1,6,227,0x00E3,
990,biito_btl_cat02,-1,6,228,0x00E4,
991,biito_btl_prs01,-1,6,229,0x00E5,
992,biito_btl_prs02,-1,6,230,0x00E6,
993,biito_btl_kizukai01,-1,6,231,0x00E7,
994,biito_btl_dmg01,-1,6,232,0x00E8,
995,biito_btl_dmg02,-1,6,233,0x00E9,
996,biito_btl_dmg03,-1,6,234,0x00EA,
997,biito_btl_dmg_L01,-1,6,235,0x00EB,
998,biito_btl_dmg_L02,-1,6,236,0x00EC,
999,biito_btl_pnc01,-1,6,237,0x00ED,
1000,biito_btl_ovr01,-1,6,238,0x00EE,
1001,biito_btl_ovr02,-1,6,239,0x00EF,
1002,biito_btl_win01,-1,6,243,0x00F3,
1003,biito_btl_win02,-1,6,244,0x00F4,
1004,biito_btl_win03,-1,6,245,0x00F5,
1005,biito_btl_win04,-1,6,246,0x00F6,
1006,biito_btl_rizalt01,-1,6,247,0x00F7,
1007,biito_btl_rizalt02,-1,6,248,0x00F8,
1008,shiki_btl_spc_01,-1,6,112,0x0070,
1009,neku_btl_spc_shiki01,-1,6,41,0x0029,
1010,shiki_btl_spc_02,-1,6,113,0x0071,
1011,neku_btl_spc_shiki02,-1,6,42,0x002A,
1012,shiki_btl_spc_03,-1,6,114,0x0072,
1013,neku_btl_spc_shiki03,-1,6,43,0x002B,
1014,yoshua_btl_spc_01,-1,6,178,0x00B2,
1015,neku_btl_spc_yoshua01,-1,6,44,0x002C,
1016,yoshua_btl_spc_02,-1,6,179,0x00B3,
1017,neku_btl_spc_yoshua02,-1,6,45,0x002D,
1018,neku_btl_spc_yoshua03,-1,6,46,0x002E,
1019,yoshua_btl_spc_03,-1,6,180,0x00B4,
1020,biito_btl_spc_01,-1,6,240,0x00F0,
1021,neku_btl_spc_biito01,-1,6,47,0x002F,
1022,biito_btl_spc_02,-1,6,241,0x00F1,
1023,neku_btl_spc_biito02,-1,6,48,0x0030,
1024,neku_btl_spc_biito03,-1,6,49,0x0031,
1025,biito_btl_spc_03,-1,6,242,0x00F2,
1026,neku_fld_01,-1,6,56,0x0038,
1027,neku_fld_02,-1,6,57,0x0039,
1028,neku_fld_partner01,-1,6,58,0x003A,
1029,neku_fld_partner02,-1,6,59,0x003B,
1030,shiki_fld_partner01,-1,6,124,0x007C,
1031,shiki_fld_partner02,-1,6,125,0x007D,
1032,yoshua_fld_partner01,-1,6,187,0x00BB,
1033,yoshua_fld_partner02,-1,6,188,0x00BC,
1034,biito_fld_partner01,-1,6,249,0x00F9,
1035,biito_fld_partner02,-1,6,250,0x00FA,
1036,neku_fld_goot_L01,-1,6,60,0x003C,
1037,neku_fld_goot_S01,-1,6,61,0x003D,
1038,neku_fld_average01,-1,6,62,0x003E,
1039,neku_fld_notgoot_S01,-1,6,63,0x003F,
1040,neku_fld_notgoot_L01,-1,6,64,0x0040,
1041,shiki_fld_goot_L01,-1,6,126,0x007E,
1042,shiki_fld_goot_S01,-1,6,127,0x007F,
1043,shiki_fld_average01,-1,6,128,0x0080,
1044,shiki_fld_notgoot_S01,-1,6,129,0x0081,
1045,shiki_fld_notgoot_L01,-1,6,130,0x0082,
1046,yoshua_fld_goot_L01,-1,6,189,0x00BD,
1047,yoshua_fld_goot_S01,-1,6,190,0x00BE,
1048,yoshua_fld_average01,-1,6,191,0x00BF,
1049,yoshua_fld_notgoot_S01,-1,6,192,0x00C0,
1050,yoshua_fld_notgoot_L01,-1,6,193,0x00C1,
1051,biito_fld_goot_L01,-1,6,251,0x00FB,
1052,biito_fld_goot_S01,-1,6,252,0x00FC,
1053,biito_fld_average01,-1,6,253,0x00FD,
1054,biito_fld_notgoot_S01,-1,6,254,0x00FE,
1055,biito_fld_notgoot_L01,-1,6,255,0x00FF,
